chr	start	end	gene_symbol	exon	transcript_id
chr9	99906654	99906706	STX17	1	NM_017919
chr9	99915178	99915362	STX17	2	NM_017919
chr9	99928778	99928843	STX17	3	NM_017919
chr9	99951060	99951285	STX17	4	NM_017919
chr9	99959917	99960032	STX17	5	NM_017919
chr9	99960105	99960155	STX17	6	NM_017919
chr9	99967653	99967739	STX17	7	NM_017919
chr9	99968434	99974534	STX17	8	NM_017919
chr9	100099243	100099416	INVS	1	NM_014425
chr9	100104498	100104627	INVS	2	NM_014425
chr9	100126383	100126549	INVS	3	NM_014425
chr9	100226062	100226235	INVS	4	NM_014425
chr9	100229660	100229827	INVS	5	NM_014425
chr9	100240060	100240240	INVS	6	NM_014425
chr9	100242570	100242679	INVS	7	NM_014425
chr9	100246616	100246787	INVS	8	NM_014425
chr9	100252283	100252438	INVS	9	NM_014425
chr9	100252907	100253136	INVS	10	NM_014425
chr9	100264822	100264928	INVS	11	NM_014425
chr9	100272864	100273076	INVS	12	NM_014425
chr9	100284320	100284603	INVS	13	NM_014425
chr9	100292326	100293043	INVS	14	NM_014425
chr9	100296917	100297146	INVS	15	NM_014425
chr9	100297936	100298010	INVS	16	NM_014425
chr9	100300568	100302175	INVS	17	NM_014425
chr9	100427143	100427393	MSANTD3	1	NM_080655
chr9	100441906	100442356	MSANTD3	2	NM_080655
chr9	100450557	100451734	MSANTD3	3	NM_080655
chr9	100473149	100473740	TMEFF1	1	NM_003692
chr9	100498765	100498874	TMEFF1	2	NM_003692
chr9	100509005	100509134	TMEFF1	3	NM_003692
chr9	100513307	100513333	TMEFF1	4	NM_003692
chr9	100516675	100516771	TMEFF1	5	NM_003692
chr9	100547744	100547892	TMEFF1	6	NM_003692
chr9	100550095	100550160	TMEFF1	7	NM_003692
chr9	100561397	100561520	TMEFF1	8	NM_003692
chr9	100572518	100572676	TMEFF1	9	NM_003692
chr9	100576516	100577636	TMEFF1	10	NM_003692
chr9	100578079	100578551	CAVIN4	1	NM_001018116
chr9	100585765	100588387	CAVIN4	2	NM_001018116
chr9	101028727	101029102	PLPPR1	1	NM_207299
chr9	101185450	101185557	PLPPR1	2	NM_207299
chr9	101269880	101270068	PLPPR1	3	NM_207299
chr9	101286104	101286236	PLPPR1	4	NM_207299
chr9	101309211	101309461	PLPPR1	5	NM_207299
chr9	101312798	101312974	PLPPR1	6	NM_207299
chr9	101317365	101317496	PLPPR1	7	NM_207299
chr9	101324025	101325135	PLPPR1	8	NM_207299
chr9	101398851	101399189	ZNF189	1	NM_003452
chr9	101399884	101400010	ZNF189	2	NM_003452
chr9	101407929	101410654	ZNF189	3	NM_003452
chr9	101533853	101533914	RNF20	1	NM_019592
chr9	101535398	101535552	RNF20	2	NM_019592
chr9	101540203	101540370	RNF20	3	NM_019592
chr9	101540490	101540637	RNF20	4	NM_019592
chr9	101540793	101540975	RNF20	5	NM_019592
chr9	101544767	101544885	RNF20	6	NM_019592
chr9	101546820	101546966	RNF20	7	NM_019592
chr9	101547137	101547214	RNF20	8	NM_019592
chr9	101547399	101547518	RNF20	9	NM_019592
chr9	101550606	101550785	RNF20	10	NM_019592
chr9	101551684	101551819	RNF20	11	NM_019592
chr9	101552141	101552262	RNF20	12	NM_019592
chr9	101552383	101552753	RNF20	13	NM_019592
chr9	101553988	101554105	RNF20	14	NM_019592
chr9	101554694	101554843	RNF20	15	NM_019592
chr9	101557384	101557596	RNF20	16	NM_019592
chr9	101560801	101560926	RNF20	17	NM_019592
chr9	101561090	101561230	RNF20	18	NM_019592
chr9	101561910	101562011	RNF20	19	NM_019592
chr9	101562246	101563344	RNF20	20	NM_019592
chr9	102995333	102995397	CYLC2	1	NM_001340
chr9	103001578	103001618	CYLC2	2	NM_001340
chr9	103003142	103003263	CYLC2	3	NM_001340
chr9	103004695	103004851	CYLC2	4	NM_001340
chr9	103004969	103006378	CYLC2	5	NM_001340
chr9	103011982	103012097	CYLC2	6	NM_001340
chr9	103016888	103016961	CYLC2	7	NM_001340
chr9	103018325	103018488	CYLC2	8	NM_001340
chr9	104094309	104094477	SMC2	1	NM_006444
chr9	104095324	104095552	SMC2	2	NM_006444
chr9	104096148	104096297	SMC2	3	NM_006444
chr9	104098446	104098568	SMC2	4	NM_006444
chr9	104099644	104099682	SMC2	5	NM_006444
chr9	104100093	104100203	SMC2	6	NM_006444
chr9	104100389	104100433	SMC2	7	NM_006444
chr9	104101960	104102193	SMC2	8	NM_006444
chr9	104102424	104102573	SMC2	9	NM_006444
chr9	104111581	104111814	SMC2	10	NM_006444
chr9	104113316	104113475	SMC2	11	NM_006444
chr9	104113964	104114081	SMC2	12	NM_006444
chr9	104114691	104114829	SMC2	13	NM_006444
chr9	104116200	104116319	SMC2	14	NM_006444
chr9	104118171	104118375	SMC2	15	NM_006444
chr9	104120027	104120162	SMC2	16	NM_006444
chr9	104123108	104123232	SMC2	17	NM_006444
chr9	104124912	104125105	SMC2	18	NM_006444
chr9	104126641	104126784	SMC2	19	NM_006444
chr9	104127286	104127480	SMC2	20	NM_006444
chr9	104129645	104129845	SMC2	21	NM_006444
chr9	104132009	104132125	SMC2	22	NM_006444
chr9	104134415	104134575	SMC2	23	NM_006444
chr9	104138018	104138165	SMC2	24	NM_006444
chr9	104139139	104141419	SMC2	25	NM_006444
chr9	104504263	104505222	OR13F1	1	NM_001004485
chr9	104569168	104570130	OR13C8	1	NM_001004483
chr9	104694422	104695462	OR13D1	1	NM_001004484
chr9	104747683	104747852	NIPSNAP3A	1	NM_015469
chr9	104750956	104751166	NIPSNAP3A	2	NM_015469
chr9	104752906	104753064	NIPSNAP3A	3	NM_015469
chr9	104754551	104754700	NIPSNAP3A	4	NM_015469
chr9	104759085	104759171	NIPSNAP3A	5	NM_015469
chr9	104759262	104760120	NIPSNAP3A	6	NM_015469
chr9	104764129	104764300	NIPSNAP3B	1	NM_018376
chr9	104766325	104766535	NIPSNAP3B	2	NM_018376
chr9	104768863	104769021	NIPSNAP3B	3	NM_018376
chr9	104770849	104770998	NIPSNAP3B	4	NM_018376
chr9	104772822	104772908	NIPSNAP3B	5	NM_018376
chr9	104772997	104777764	NIPSNAP3B	6	NM_018376
chr9	105244651	105244904	SLC44A1	1	NM_080546
chr9	105299220	105299309	SLC44A1	2	NM_080546
chr9	105309724	105309866	SLC44A1	3	NM_080546
chr9	105335563	105335699	SLC44A1	4	NM_080546
chr9	105348358	105348451	SLC44A1	5	NM_080546
chr9	105356212	105356381	SLC44A1	6	NM_080546
chr9	105358344	105358433	SLC44A1	7	NM_080546
chr9	105361191	105361330	SLC44A1	8	NM_080546
chr9	105362821	105363007	SLC44A1	9	NM_080546
chr9	105364555	105364720	SLC44A1	10	NM_080546
chr9	105365483	105365639	SLC44A1	11	NM_080546
chr9	105366346	105366429	SLC44A1	12	NM_080546
chr9	105374598	105374735	SLC44A1	13	NM_080546
chr9	105383123	105383359	SLC44A1	14	NM_080546
chr9	105385422	105385502	SLC44A1	15	NM_080546
chr9	105389033	105397346	SLC44A1	16	NM_080546
chr9	105448034	105448235	FSD1L	1	NM_001145313
chr9	105461520	105461615	FSD1L	2	NM_001145313
chr9	105464236	105464331	FSD1L	3	NM_001145313
chr9	105468193	105468324	FSD1L	4	NM_001145313
chr9	105471904	105472005	FSD1L	5	NM_001145313
chr9	105479354	105479376	FSD1L	6	NM_001145313
chr9	105484381	105484502	FSD1L	7	NM_001145313
chr9	105506399	105506608	FSD1L	8	NM_001145313
chr9	105508617	105508715	FSD1L	9	NM_001145313
chr9	105512807	105512936	FSD1L	10	NM_001145313
chr9	105534493	105534593	FSD1L	11	NM_001145313
chr9	105535067	105535318	FSD1L	12	NM_001145313
chr9	105539263	105539351	FSD1L	13	NM_001145313
chr9	105546358	105552433	FSD1L	14	NM_001145313
chr9	105558131	105558165	FKTN	1	NM_001079802
chr9	105573655	105573746	FKTN	2	NM_001079802
chr9	105574945	105575137	FKTN	3	NM_001079802
chr9	105596598	105596657	FKTN	4	NM_001079802
chr9	105601145	105601348	FKTN	5	NM_001079802
chr9	105604215	105604492	FKTN	6	NM_001079802
chr9	105607819	105607951	FKTN	7	NM_001079802
chr9	105615278	105615407	FKTN	8	NM_001079802
chr9	105617959	105618092	FKTN	9	NM_001079802
chr9	105619934	105620061	FKTN	10	NM_001079802
chr9	105635051	105641118	FKTN	11	NM_001079802
chr9	105662457	105663122	TAL2	1	NM_005421
chr9	105694541	105694772	TMEM38B	1	NM_018112
chr9	105705597	105705753	TMEM38B	2	NM_018112
chr9	105721537	105721721	TMEM38B	3	NM_018112
chr9	105722534	105722621	TMEM38B	4	NM_018112
chr9	105748073	105748190	TMEM38B	5	NM_018112
chr9	105773865	105776629	TMEM38B	6	NM_018112
chr9	106863166	106863355	ZNF462	1	NM_021224
chr9	106923354	106923603	ZNF462	2	NM_021224
chr9	106924133	106929759	ZNF462	3	NM_021224
chr9	106930525	106930689	ZNF462	4	NM_021224
chr9	106932446	106932549	ZNF462	5	NM_021224
chr9	106935503	106935621	ZNF462	6	NM_021224
chr9	106938916	106939107	ZNF462	7	NM_021224
chr9	106972005	106972272	ZNF462	8	NM_021224
chr9	106974137	106974273	ZNF462	9	NM_021224
chr9	106984186	106984409	ZNF462	10	NM_021224
chr9	107003294	107003426	ZNF462	11	NM_021224
chr9	107009545	107009668	ZNF462	12	NM_021224
chr9	107010823	107013634	ZNF462	13	NM_021224
chr9	107283279	107283695	RAD23B	1	NM_002874
chr9	107300141	107300222	RAD23B	2	NM_002874
chr9	107302035	107302114	RAD23B	3	NM_002874
chr9	107306379	107306647	RAD23B	4	NM_002874
chr9	107311682	107311737	RAD23B	5	NM_002874
chr9	107318752	107318879	RAD23B	6	NM_002874
chr9	107321983	107322118	RAD23B	7	NM_002874
chr9	107323890	107324017	RAD23B	8	NM_002874
chr9	107324834	107325004	RAD23B	9	NM_002874
chr9	107329543	107332189	RAD23B	10	NM_002874
chr9	108862266	108863756	ACTL7A	1	NM_006687
chr9	108934400	108934565	ABITRAM	1	NM_017832
chr9	108935638	108935689	ABITRAM	2	NM_017832
chr9	108936308	108936437	ABITRAM	3	NM_017832
chr9	108939196	108939272	ABITRAM	4	NM_017832
chr9	108939385	108939454	ABITRAM	5	NM_017832
chr9	108939549	108940954	ABITRAM	6	NM_017832
chr9	109780198	109780533	PALM2AKAP2	1	NM_007203
chr9	109867491	109867571	PALM2AKAP2	2	NM_007203
chr9	109880551	109880681	PALM2AKAP2	3	NM_007203
chr9	109923735	109923849	PALM2AKAP2	4	NM_007203
chr9	109925061	109925082	PALM2AKAP2	5	NM_007203
chr9	109931927	109932028	PALM2AKAP2	6	NM_007203
chr9	110015954	110016039	PALM2AKAP2	7	NM_007203
chr9	110136127	110138539	PALM2AKAP2	8	NM_007203
chr9	110156319	110156497	PALM2AKAP2	9	NM_007203
chr9	110162094	110162132	PALM2AKAP2	10	NM_007203
chr9	110168399	110172511	PALM2AKAP2	11	NM_007203
chr9	110668791	110668983	MUSK	1	NM_005592
chr9	110682674	110682800	MUSK	2	NM_005592
chr9	110687117	110687268	MUSK	3	NM_005592
chr9	110695403	110695530	MUSK	4	NM_005592
chr9	110697325	110697466	MUSK	5	NM_005592
chr9	110734251	110734375	MUSK	6	NM_005592
chr9	110747641	110747805	MUSK	7	NM_005592
chr9	110767818	110768083	MUSK	8	NM_005592
chr9	110775788	110775963	MUSK	9	NM_005592
chr9	110776632	110776655	MUSK	10	NM_005592
chr9	110784815	110785016	MUSK	11	NM_005592
chr9	110785527	110785718	MUSK	12	NM_005592
chr9	110787690	110787838	MUSK	13	NM_005592
chr9	110800306	110806558	MUSK	14	NM_005592
chr9	111525179	111525262	ZNF483	1	NM_133464
chr9	111527268	111527807	ZNF483	2	NM_133464
chr9	111530875	111530963	ZNF483	3	NM_133464
chr9	111533739	111533865	ZNF483	4	NM_133464
chr9	111534261	111534353	ZNF483	5	NM_133464
chr9	111541657	111555417	ZNF483	6	NM_133464
chr9	111631334	111631743	DNAJC25	1	NM_001015882
chr9	111647107	111647259	DNAJC25	2	NM_001015882
chr9	111649453	111649923	DNAJC25	3	NM_001015882
chr9	111653100	111654345	DNAJC25	4	NM_001015882
chr9	111661605	111661715	GNG10	1	NM_001017998
chr9	111666815	111666946	GNG10	2	NM_001017998
chr9	111669269	111670226	GNG10	3	NM_001017998
chr9	111896814	111897313	UGCG	1	NM_003358
chr9	111914605	111914746	UGCG	2	NM_003358
chr9	111922849	111922951	UGCG	3	NM_003358
chr9	111924777	111924878	UGCG	4	NM_003358
chr9	111926384	111926496	UGCG	5	NM_003358
chr9	111929500	111929678	UGCG	6	NM_003358
chr9	111931271	111931357	UGCG	7	NM_003358
chr9	111932170	111932359	UGCG	8	NM_003358
chr9	111932827	111935367	UGCG	9	NM_003358
chr9	112380108	112380180	HSDL2	1	NM_032303
chr9	112403995	112404158	HSDL2	2	NM_032303
chr9	112405624	112405722	HSDL2	3	NM_032303
chr9	112408907	112409021	HSDL2	4	NM_032303
chr9	112416841	112416944	HSDL2	5	NM_032303
chr9	112418860	112418958	HSDL2	6	NM_032303
chr9	112438431	112438625	HSDL2	7	NM_032303
chr9	112441699	112441770	HSDL2	8	NM_032303
chr9	112454013	112454162	HSDL2	9	NM_032303
chr9	112459449	112459577	HSDL2	10	NM_032303
chr9	112470432	112472405	HSDL2	11	NM_032303
chr9	112486827	112487118	KIAA1958	1	NM_133465
chr9	112574057	112575251	KIAA1958	2	NM_133465
chr9	112645650	112645822	KIAA1958	3	NM_133465
chr9	112659263	112669397	KIAA1958	4	NM_133465
chr9	112750760	112751157	SNX30	1	NM_001012994
chr9	112804776	112804967	SNX30	2	NM_001012994
chr9	112817705	112817815	SNX30	3	NM_001012994
chr9	112830725	112830883	SNX30	4	NM_001012994
chr9	112836214	112836409	SNX30	5	NM_001012994
chr9	112838498	112838697	SNX30	6	NM_001012994
chr9	112850859	112850945	SNX30	7	NM_001012994
chr9	112864247	112864399	SNX30	8	NM_001012994
chr9	112868784	112874987	SNX30	9	NM_001012994
chr9	113151007	113151080	SLC31A2	1	NM_001860
chr9	113157727	113157793	SLC31A2	2	NM_001860
chr9	113161509	113161698	SLC31A2	3	NM_001860
chr9	113162749	113164140	SLC31A2	4	NM_001860
chr9	113221544	113221678	SLC31A1	1	NM_001859
chr9	113256114	113256277	SLC31A1	2	NM_001859
chr9	113257113	113257185	SLC31A1	3	NM_001859
chr9	113258694	113258862	SLC31A1	4	NM_001859
chr9	113260272	113264492	SLC31A1	5	NM_001859
chr9	113275658	113275770	PRPF4	1	NM_001244926
chr9	113276548	113276725	PRPF4	2	NM_001244926
chr9	113278945	113279131	PRPF4	3	NM_001244926
chr9	113282646	113282733	PRPF4	4	NM_001244926
chr9	113283132	113283211	PRPF4	5	NM_001244926
chr9	113283389	113283482	PRPF4	6	NM_001244926
chr9	113284295	113284389	PRPF4	7	NM_001244926
chr9	113286232	113286290	PRPF4	8	NM_001244926
chr9	113286705	113286828	PRPF4	9	NM_001244926
chr9	113288175	113288264	PRPF4	10	NM_001244926
chr9	113290466	113290588	PRPF4	11	NM_001244926
chr9	113290700	113290807	PRPF4	12	NM_001244926
chr9	113290898	113291016	PRPF4	13	NM_001244926
chr9	113291467	113292905	PRPF4	14	NM_001244926
chr9	113349541	113349780	BSPRY	1	NM_017688
chr9	113354240	113354338	BSPRY	2	NM_017688
chr9	113360507	113360737	BSPRY	3	NM_017688
chr9	113362369	113362394	BSPRY	4	NM_017688
chr9	113368259	113368383	BSPRY	5	NM_017688
chr9	113369616	113371222	BSPRY	6	NM_017688
chr9	113410747	113411001	C9orf43	1	NM_001278629
chr9	113413445	113413644	C9orf43	2	NM_001278629
chr9	113413759	113413894	C9orf43	3	NM_001278629
chr9	113419108	113419165	C9orf43	4	NM_001278629
chr9	113421103	113421203	C9orf43	5	NM_001278629
chr9	113422549	113422585	C9orf43	6	NM_001278629
chr9	113423326	113423498	C9orf43	7	NM_001278629
chr9	113424166	113424316	C9orf43	8	NM_001278629
chr9	113425019	113425076	C9orf43	9	NM_001278629
chr9	113425344	113425420	C9orf43	10	NM_001278629
chr9	113425643	113425730	C9orf43	11	NM_001278629
chr9	113428147	113428223	C9orf43	12	NM_001278629
chr9	113428900	113428963	C9orf43	13	NM_001278629
chr9	113429172	113429688	C9orf43	14	NM_001278629
chr9	113876309	113876413	ZNF618	1	NM_001318042
chr9	113969117	113969160	ZNF618	2	NM_001318042
chr9	113988321	113988580	ZNF618	3	NM_001318042
chr9	113998259	113998354	ZNF618	4	NM_001318042
chr9	114001996	114002073	ZNF618	5	NM_001318042
chr9	114002624	114002662	ZNF618	6	NM_001318042
chr9	114007350	114007439	ZNF618	7	NM_001318042
chr9	114008344	114008379	ZNF618	8	NM_001318042
chr9	114008477	114008554	ZNF618	9	NM_001318042
chr9	114016695	114016784	ZNF618	10	NM_001318042
chr9	114028733	114028972	ZNF618	11	NM_001318042
chr9	114032645	114032728	ZNF618	12	NM_001318042
chr9	114036300	114036377	ZNF618	13	NM_001318042
chr9	114047893	114047994	ZNF618	14	NM_001318042
chr9	114048651	114056593	ZNF618	15	NM_001318042
chr9	114155537	114156012	COL27A1	1	NM_032888
chr9	114162715	114162785	COL27A1	2	NM_032888
chr9	114167689	114169463	COL27A1	3	NM_032888
chr9	114178291	114178344	COL27A1	4	NM_032888
chr9	114183022	114183075	COL27A1	5	NM_032888
chr9	114194404	114194457	COL27A1	6	NM_032888
chr9	114195959	114196012	COL27A1	7	NM_032888
chr9	114205102	114205146	COL27A1	8	NM_032888
chr9	114205759	114205812	COL27A1	9	NM_032888
chr9	114206252	114206296	COL27A1	10	NM_032888
chr9	114209675	114209728	COL27A1	11	NM_032888
chr9	114210982	114211026	COL27A1	12	NM_032888
chr9	114219791	114219844	COL27A1	13	NM_032888
chr9	114222223	114222267	COL27A1	14	NM_032888
chr9	114231079	114231132	COL27A1	15	NM_032888
chr9	114231822	114231866	COL27A1	16	NM_032888
chr9	114235599	114235652	COL27A1	17	NM_032888
chr9	114236981	114237034	COL27A1	18	NM_032888
chr9	114237662	114237715	COL27A1	19	NM_032888
chr9	114240220	114240273	COL27A1	20	NM_032888
chr9	114240434	114240487	COL27A1	21	NM_032888
chr9	114242187	114242231	COL27A1	22	NM_032888
chr9	114243507	114243560	COL27A1	23	NM_032888
chr9	114245866	114245910	COL27A1	24	NM_032888
chr9	114250615	114250668	COL27A1	25	NM_032888
chr9	114252593	114252646	COL27A1	26	NM_032888
chr9	114252879	114252932	COL27A1	27	NM_032888
chr9	114258541	114258594	COL27A1	28	NM_032888
chr9	114264355	114264408	COL27A1	29	NM_032888
chr9	114264924	114264968	COL27A1	30	NM_032888
chr9	114265066	114265110	COL27A1	31	NM_032888
chr9	114265422	114265475	COL27A1	32	NM_032888
chr9	114266565	114266618	COL27A1	33	NM_032888
chr9	114267504	114267557	COL27A1	34	NM_032888
chr9	114269241	114269294	COL27A1	35	NM_032888
chr9	114270728	114270781	COL27A1	36	NM_032888
chr9	114275661	114275768	COL27A1	37	NM_032888
chr9	114282277	114282330	COL27A1	38	NM_032888
chr9	114282457	114282564	COL27A1	39	NM_032888
chr9	114283709	114283762	COL27A1	40	NM_032888
chr9	114284724	114284777	COL27A1	41	NM_032888
chr9	114288455	114288511	COL27A1	42	NM_032888
chr9	114288702	114288755	COL27A1	43	NM_032888
chr9	114288914	114288967	COL27A1	44	NM_032888
chr9	114289242	114289295	COL27A1	45	NM_032888
chr9	114290058	114290111	COL27A1	46	NM_032888
chr9	114290224	114290331	COL27A1	47	NM_032888
chr9	114290810	114290917	COL27A1	48	NM_032888
chr9	114292103	114292210	COL27A1	49	NM_032888
chr9	114300070	114300123	COL27A1	50	NM_032888
chr9	114300625	114300687	COL27A1	51	NM_032888
chr9	114301072	114301125	COL27A1	52	NM_032888
chr9	114301284	114301319	COL27A1	53	NM_032888
chr9	114301445	114301462	COL27A1	54	NM_032888
chr9	114301682	114301717	COL27A1	55	NM_032888
chr9	114302082	114302108	COL27A1	56	NM_032888
chr9	114304608	114304673	COL27A1	57	NM_032888
chr9	114306520	114306688	COL27A1	58	NM_032888
chr9	114307669	114307778	COL27A1	59	NM_032888
chr9	114309260	114309478	COL27A1	60	NM_032888
chr9	114310549	114312511	COL27A1	61	NM_032888
chr9	114323098	114323247	ORM1	1	NM_000607
chr9	114323663	114323805	ORM1	2	NM_000607
chr9	114324018	114324088	ORM1	3	NM_000607
chr9	114324790	114324897	ORM1	4	NM_000607
chr9	114325049	114325152	ORM1	5	NM_000607
chr9	114326292	114326479	ORM1	6	NM_000607
chr9	114329869	114330018	ORM2	1	NM_000608
chr9	114330434	114330576	ORM2	2	NM_000608
chr9	114330792	114330862	ORM2	3	NM_000608
chr9	114331567	114331674	ORM2	4	NM_000608
chr9	114331826	114331929	ORM2	5	NM_000608
chr9	114333069	114333251	ORM2	6	NM_000608
chr9	114587769	114587920	ATP6V1G1	1	NM_004888
chr9	114592552	114592652	ATP6V1G1	2	NM_004888
chr9	114597570	114598879	ATP6V1G1	3	NM_004888
chr9	114611291	114611564	TMEM268	1	NM_153045
chr9	114617118	114617301	TMEM268	2	NM_153045
chr9	114624350	114624459	TMEM268	3	NM_153045
chr9	114626899	114627006	TMEM268	4	NM_153045
chr9	114628101	114628250	TMEM268	5	NM_153045
chr9	114633768	114633878	TMEM268	6	NM_153045
chr9	114636990	114637070	TMEM268	7	NM_153045
chr9	114638544	114638726	TMEM268	8	NM_153045
chr9	114643134	114646418	TMEM268	9	NM_153045
chr9	116153791	116154587	PAPPA	1	NM_002581
chr9	116187154	116188216	PAPPA	2	NM_002581
chr9	116207456	116207601	PAPPA	3	NM_002581
chr9	116211639	116211932	PAPPA	4	NM_002581
chr9	116219937	116220129	PAPPA	5	NM_002581
chr9	116227431	116227552	PAPPA	6	NM_002581
chr9	116235139	116235637	PAPPA	7	NM_002581
chr9	116265857	116265985	PAPPA	8	NM_002581
chr9	116271325	116271416	PAPPA	9	NM_002581
chr9	116302757	116302950	PAPPA	10	NM_002581
chr9	116331244	116331357	PAPPA	11	NM_002581
chr9	116332333	116332468	PAPPA	12	NM_002581
chr9	116334861	116335074	PAPPA	13	NM_002581
chr9	116344543	116344711	PAPPA	14	NM_002581
chr9	116347026	116347209	PAPPA	15	NM_002581
chr9	116352706	116352916	PAPPA	16	NM_002581
chr9	116353622	116353793	PAPPA	17	NM_002581
chr9	116362592	116362739	PAPPA	18	NM_002581
chr9	116367645	116367754	PAPPA	19	NM_002581
chr9	116377576	116377647	PAPPA	20	NM_002581
chr9	116382395	116382493	PAPPA	21	NM_002581
chr9	116396509	116402321	PAPPA	22	NM_002581
chr9	116687305	116687381	TRIM32	1	NM_012210
chr9	116697662	116701299	TRIM32	2	NM_012210
chr9	117704403	117704565	TLR4	1	NM_138554
chr9	117708563	117708729	TLR4	2	NM_138554
chr9	117712389	117724735	TLR4	3	NM_138554
chr9	121074955	121075067	CNTRL	1	NM_007018
chr9	121080306	121080478	CNTRL	2	NM_007018
chr9	121088296	121088543	CNTRL	3	NM_007018
chr9	121090275	121090405	CNTRL	4	NM_007018
chr9	121094888	121095018	CNTRL	5	NM_007018
chr9	121096422	121096563	CNTRL	6	NM_007018
chr9	121098386	121098572	CNTRL	7	NM_007018
chr9	121107802	121107995	CNTRL	8	NM_007018
chr9	121112459	121112578	CNTRL	9	NM_007018
chr9	121113502	121113724	CNTRL	10	NM_007018
chr9	121115091	121115200	CNTRL	11	NM_007018
chr9	121118346	121118540	CNTRL	12	NM_007018
chr9	121123931	121124084	CNTRL	13	NM_007018
chr9	121125716	121125936	CNTRL	14	NM_007018
chr9	121135806	121135982	CNTRL	15	NM_007018
chr9	121138545	121138679	CNTRL	16	NM_007018
chr9	121140641	121140786	CNTRL	17	NM_007018
chr9	121141381	121141588	CNTRL	18	NM_007018
chr9	121142091	121142270	CNTRL	19	NM_007018
chr9	121143903	121144082	CNTRL	20	NM_007018
chr9	121144843	121144959	CNTRL	21	NM_007018
chr9	121145244	121145385	CNTRL	22	NM_007018
chr9	121146108	121146256	CNTRL	23	NM_007018
chr9	121148672	121148861	CNTRL	24	NM_007018
chr9	121150170	121150483	CNTRL	25	NM_007018
chr9	121152485	121152693	CNTRL	26	NM_007018
chr9	121154721	121154913	CNTRL	27	NM_007018
chr9	121157470	121157600	CNTRL	28	NM_007018
chr9	121157740	121157880	CNTRL	29	NM_007018
chr9	121157983	121158109	CNTRL	30	NM_007018
chr9	121158855	121159019	CNTRL	31	NM_007018
chr9	121160143	121160302	CNTRL	32	NM_007018
chr9	121161856	121161971	CNTRL	33	NM_007018
chr9	121162054	121162271	CNTRL	34	NM_007018
chr9	121164943	121165100	CNTRL	35	NM_007018
chr9	121166107	121166180	CNTRL	36	NM_007018
chr9	121167489	121167677	CNTRL	37	NM_007018
chr9	121168096	121168321	CNTRL	38	NM_007018
chr9	121169611	121169816	CNTRL	39	NM_007018
chr9	121171408	121171548	CNTRL	40	NM_007018
chr9	121173243	121173509	CNTRL	41	NM_007018
chr9	121173675	121173737	CNTRL	42	NM_007018
chr9	121175018	121175224	CNTRL	43	NM_007018
chr9	121177163	121177610	CNTRL	44	NM_007018
chr9	121268162	121268219	GSN	1	NM_198252
chr9	121281470	121281562	GSN	2	NM_198252
chr9	121301963	121302167	GSN	3	NM_198252
chr9	121302911	121303065	GSN	4	NM_198252
chr9	121310684	121310845	GSN	5	NM_198252
chr9	121312339	121312488	GSN	6	NM_198252
chr9	121313934	121314023	GSN	7	NM_198252
chr9	121317086	121317218	GSN	8	NM_198252
chr9	121318406	121318494	GSN	9	NM_198252
chr9	121318665	121318880	GSN	10	NM_198252
chr9	121321268	121321401	GSN	11	NM_198252
chr9	121324554	121324644	GSN	12	NM_198252
chr9	121326512	121326682	GSN	13	NM_198252
chr9	121327308	121327482	GSN	14	NM_198252
chr9	121328891	121329015	GSN	15	NM_198252
chr9	121329238	121329315	GSN	16	NM_198252
chr9	121331388	121331448	GSN	17	NM_198252
chr9	121332434	121332842	GSN	18	NM_198252
chr9	122159908	122160019	MORN5	1	NM_198469
chr9	122166768	122166915	MORN5	2	NM_198469
chr9	122169645	122169756	MORN5	3	NM_198469
chr9	122174496	122174627	MORN5	4	NM_198469
chr9	122199885	122200083	MORN5	5	NM_198469
chr9	122264882	122264938	MRRF	1	NM_138777
chr9	122270864	122271075	MRRF	2	NM_138777
chr9	122280443	122280598	MRRF	3	NM_138777
chr9	122285169	122285287	MRRF	4	NM_138777
chr9	122291749	122291840	MRRF	5	NM_138777
chr9	122313227	122313386	MRRF	6	NM_138777
chr9	122322540	122331335	MRRF	7	NM_138777
chr9	122371024	122371091	PTGS1	1	NM_000962
chr9	122371186	122371272	PTGS1	2	NM_000962
chr9	122377899	122378015	PTGS1	3	NM_000962
chr9	122378433	122378573	PTGS1	4	NM_000962
chr9	122378775	122378918	PTGS1	5	NM_000962
chr9	122381371	122381552	PTGS1	6	NM_000962
chr9	122381664	122381747	PTGS1	7	NM_000962
chr9	122383509	122383755	PTGS1	8	NM_000962
chr9	122386446	122386732	PTGS1	9	NM_000962
chr9	122390198	122390345	PTGS1	10	NM_000962
chr9	122392189	122395703	PTGS1	11	NM_000962
chr9	122510802	122511743	OR1J2	1	NM_054107
chr9	122519141	122520082	OR1J4	1	NM_001004452
chr9	122553112	122554214	OR1N2	1	NM_001004457
chr9	122614738	122615682	OR1Q1	1	NM_012364
chr9	122661716	122662648	OR1L1	1	NM_001005236
chr9	122675130	122676104	OR1L3	1	NM_001005234
chr9	122723990	122724925	OR1L4	1	NM_001005235
chr9	122742303	122742373	OR1L6	1	NM_001004453
chr9	122749835	122750783	OR1L6	2	NM_001004453
chr9	122788933	122789895	OR5C1	1	NM_001001923
chr9	122800123	122801073	OR1K1	1	NM_080859
chr9	122941020	122941093	RABGAP1	1	NM_012197
